content,date,isView,score,support,user,userlink
" 有机会
        ",2013-10-26 15:45:03,想看,无评分,0,CTfromUFO,https://www.douban.com/people/65013886/
" 翻拍么
        ",2011-10-17 17:25:12,想看,无评分,0,隐二,https://www.douban.com/people/chinb/
" 冲这卡司，怎么都得看。
        ",2011-12-30 22:17:46,想看,无评分,0,chillybuster,https://www.douban.com/people/48892053/
" 嗯期待呢！
        ",2012-01-09 11:36:40,想看,无评分,0,Princess-d,https://www.douban.com/people/ytsummer/
" 快上映哦，梁朝伟和周迅，太琉璃的组合了。
        ",2011-04-23 13:51:56,想看,无评分,0,怪士,https://www.douban.com/people/birdman100507/
" 放假啦，贺岁片就看这部！
        ",2012-01-20 20:17:52,想看,无评分,0,、朙明快点码字,https://www.douban.com/people/jaimie/
" 周迅就应该演这样牛逼哄哄的片子！！！尔冬升我对你不放心啊！！！
        ",2011-04-22 14:16:46,想看,无评分,0,15,https://www.douban.com/people/1754190/
" 尔东升从来如此，前戏十足，高潮欠奉，跌破眼镜。模仿姜文与库斯图里卡，很鬼马，如果片子减去后十五分钟，会留足一个关于大师的想象。尔东升应称为四分之三导演。打分七十五。尹珊珊
        ",2013-10-19 13:22:13,想看,无评分,0,时间的玫瑰,https://www.douban.com/people/2006114/
" 周迅
        ",2018-01-18 15:54:20,想看,无评分,0,同公子,https://www.douban.com/people/37956992/
" 我是脑残粉！我就是想看！！！！！！
        ",2012-01-23 18:07:37,想看,无评分,0,丁扁扁,https://www.douban.com/people/guluyuan/
" 抄袭不要脸，偏总有人犯。干脆直接承认改编了《魔术师》不就结了，美国翻拍午夜凶铃也没好意思说自己是原创恐怖故事吧
        ",2012-01-02 02:12:02,看过,很差,41,牙晓,https://www.douban.com/people/2215977/
" 今天去影院看了，根本就是巨烂巨屎的片子，实在是看不下去豆瓣上这些骗人的评论，必须出来说说。说抄袭《致命魔术》的人是不是脑子有泡啊，请问这哪里抄袭了啊，要真是抄袭了还好了。提醒各位蠢蠢欲动想去观影的朋友们，如果你想见识一下究竟烂到什么程度可以去看看。基本上我在玩手机，我朋友睡着了。
        ",2012-01-13 19:22:06,看过,很差,48,小染,https://www.douban.com/people/14684859/
" 能把如此一副好牌打臭真是令人崩溃。
        ",2012-01-13 00:35:09,看过,很差,62,豪饮鸿毛药酒,https://www.douban.com/people/yzr8979/
" 这星期12号去看首映 今日已看 真心觉得不错
                
                ",2012-03-09 01:02:08,看过,推荐,15,Scream_。,https://www.douban.com/people/54092420/
" 没想到，我的梦全部成真！！！
        ",2012-01-09 17:31:57,看过,推荐,8,[已注销],https://www.douban.com/people/princekooang526/
" 山寨
        ",2011-12-30 23:55:25,看过,很差,18,火星移民指南,https://www.douban.com/people/hopen1934/
" 坑爹的豆瓣，现在有多少票刷子啊。这片能7.9分？看完之后无语的很。（这是我们关系最好的一段时期，我不喜欢这部电影，你却很喜欢。我们相互搂着、依偎着，我满心计划着不久将来的一天将你娶回家当我的妻子。）
        ",2012-01-13 09:39:33,看过,较差,34,[已注销],https://www.douban.com/people/cheneyliang/
" 烂片一部，消遣打发时间都不够格
                
                ",2012-01-13 00:40:13,看过,很差,34,娄知县,https://www.douban.com/people/wangzhenzhe/
" 不剧情，不喜剧，不动作，不爱情，不奇幻。浪费2个小时+30块钱，看了一部没有主题的电影，1颗星给梁朝伟，1颗星给明星们
        ",2012-01-13 19:53:13,看过,较差,39,星小兔,https://www.douban.com/people/wanwantu/
" 虽然很多人喜欢这部喜剧，但我的观后感还是：彪悍的烂片不需要解释。
        ",2012-01-13 01:07:07,看过,较差,31,扛着朗文走天涯,https://www.douban.com/people/cathy_xixi/
" 整个不知道导演后面一个小时在做什么，本年度看过最差片子，没有之一。
        ",2012-01-14 01:26:19,看过,很差,31,裙下之臣,https://www.douban.com/people/55025807/
" 百年未曾一见之烂电影居然还有那么多人评四星麻吉带？！
        ",2012-01-13 01:27:48,看过,很差,29,米饭,https://www.douban.com/people/hikirres/
" 在此不剧透~但别看豆瓣的剧情简介，有点坑爹。
        ",2012-01-06 09:59:07,看过,推荐,9,lava,https://www.douban.com/people/4592855/
" 《大魔术师》绝对是我近几年在影院看到的最好国产喜剧了！画面绚烂好看，台词诙谐幽默又处处充满暗喻，包袱抖得漂亮还不老套，满场观众几次都禁不住鼓掌叫好。电影里还有好多意外的彩蛋，比如客串的某大帅哥和某老怪，以及暗含的致敬，像东成西就、哆啦A梦，甚至是张大国师…总之这片子太适合贺岁了。
        ",2012-01-09 16:45:56,看过,推荐,17,水草素,https://www.douban.com/people/1385030/
" 垃圾剧本，垃圾台词，国产全明星阵容垃圾片
                
                ",2012-01-14 20:41:25,看过,很差,14,燕小抗,https://www.douban.com/people/henshss/
" 差到我中途要睡着了。那么多好演员搞出了个这样的东西。实在是不理解，也看不懂。唯一给一星的片子啊，主要是期待太高。所以真相摔的惨点。
        ",2012-01-13 11:59:11,看过,很差,24,gomorrah,https://www.douban.com/people/4511282/
" 乱七八糟 不知所云
                
                ",2012-01-14 01:19:34,看过,很差,21,goldlya,https://www.douban.com/people/33572918/
" 一看到是博纳出品的片子，就感觉于东又派一堆水军来了，这分数就不可信了。。。。
        ",2012-01-12 11:14:28,看过,很差,31,"""沉淀",https://www.douban.com/people/haofany/
" 真心没中我笑点。。。云儿你就跟迅儿在一把。。。
                
                ",2012-01-14 01:36:18,看过,较差,8,高田,https://www.douban.com/people/TAKADA/
" 豆瓣影评基本前三天的都不要信，托太多，过上两周或者一周半，自有分晓。完毕！ps，剩到后面有点春晚大家乐的乱哄哄的场面时，我起身撤了！最后结局是啥？也没什么兴趣了~
        ",2012-01-13 22:56:53,看过,较差,32,pureshoes,https://www.douban.com/people/pureshoes/
" 有一种爱来自想象，你最后得到的与你处想象的，也许并不是同一样东西；另一种爱来自渴望，越是你想要的，最后越是无法得到。——《大魔术师》
        ",2012-08-03 07:58:13,想看,无评分,0,邵略略,https://www.douban.com/people/47206801/
" 想看的原因因为迅哥
        ",2012-03-31 10:11:21,想看,无评分,0,活活,https://www.douban.com/people/liangjinmeizi/
" 我想和你一起看电影
        ",2011-12-26 15:47:53,想看,无评分,0,老蘑菇,https://www.douban.com/people/42648272/
" 梁朝伟
                
                ",2012-02-01 12:10:25,想看,无评分,0,胡椒,https://www.douban.com/people/Strangeline/
" 最近唯一想看的
        ",2012-01-13 20:00:45,想看,无评分,0,木瑶,https://www.douban.com/people/muyao0823/
" 回学校去下载好了。。
        ",2012-02-01 23:39:28,想看,无评分,0,Vanetta,https://www.douban.com/people/asglass/
" 今天上映呢
        ",2012-01-12 12:31:05,想看,无评分,0,想姑娘,https://www.douban.com/people/xiangguniang/
" 我也想看贺岁片…往年这个时候都会去电影院看电影吧…
        ",2012-01-25 10:43:47,想看,无评分,0,ekiz,https://www.douban.com/people/ekiz/
" ...- -有一种要悲剧的预感
        ",2011-11-08 03:10:07,想看,无评分,0,Bingo,https://www.douban.com/people/bingoh2o/
" m

        ",2012-10-22 15:12:02,想看,无评分,0,rose☆彡,https://www.douban.com/people/51477715/
" 想看是为了看民国
        ",2012-01-12 14:30:18,想看,无评分,0,丫力彡亣,https://www.douban.com/people/alex_chen_alex/
" ！！！！！
        ",2012-01-12 19:00:31,想看,无评分,0,布鲁布鲁酱,https://www.douban.com/people/summercorn/
" 带妈妈去电影院看
        ",2012-01-17 16:06:01,想看,无评分,0,小米蕉,https://www.douban.com/people/4378519/
" prestige? 
        ",2012-01-09 21:40:07,想看,无评分,0,不舍昼夜,https://www.douban.com/people/SunLand/
" 朝伟。。。
        ",2011-08-03 23:58:12,想看,无评分,0,青青山主,https://www.douban.com/people/qingshe/
" 很期待 伟仔的精彩表演 
        ",2012-02-22 17:33:06,想看,无评分,0,The sail,https://www.douban.com/people/45329533/
" 期待梁朝伟的喜剧
        ",2012-01-07 22:06:45,想看,无评分,0,龙栽浆糊,https://www.douban.com/people/mydouban/
" 剧情设定好像<魔术师>……但愿比那个有趣些。
        ",2011-05-10 02:23:37,想看,无评分,0,♫欧德伯裔,https://www.douban.com/people/pkmonk/
" 微妙了。剧情很像爱德华·诺顿的《魔术师》，那部贼难看喂……
        ",2011-05-17 08:17:22,想看,无评分,0,青山遮不住,https://www.douban.com/people/gorgon0463/
" 迅哥
        ",2012-01-14 12:58:33,想看,无评分,0,NN,https://www.douban.com/people/48778923/
" 烂片不断。影帝影后都撑不住场，不精雕细琢变成彻头彻尾的烂剧本。某老板娘已经沦落为标标准准的面具演员，为了这烂片饿了两小时，真想揍人！！！

        ",2012-01-13 17:24:42,看过,较差,13,阿刺少爷™,https://www.douban.com/people/Coolnicsky/
" 还以为是王晶骗钱的烂片呢。
        ",2012-01-14 08:31:02,看过,较差,23,CP Wong™,https://www.douban.com/people/cpwong/
" 百年一遇的众明星演成尿点如此多的片儿
        ",2012-01-13 01:59:40,看过,很差,22,弗朗西斯冯,https://www.douban.com/people/Ms.Curiosity/
" “一个整天在你面前拼命装傻卖乖的人会是坏人吗？”听得我眼泪汪汪啊~搞笑之处可见尔冬升编剧的无厘头旧作《猫头鹰》的影子，看着真亲切。刘青云和梁朝伟在这部里太可爱了，老怪和吴彦祖客串的也可爱。幸好没搞成阴谋论黑暗片，欢欢乐乐才像贺岁档。尔冬升目的达到了，周迅确实花瓶儿了没有闫妮出彩。
        ",2012-01-12 16:47:27,看过,推荐,19,Hey Johnny,https://www.douban.com/people/canny-leon/
" 不论严肃还是不严肃地看待，都蹩脚到无以复加。
        ",2012-01-28 13:43:53,看过,较差,11,艾小柯,https://www.douban.com/people/aixiaoke/
" 请给我好一点的梁朝伟……
        ",2012-01-12 17:28:35,看过,较差,26,就叫我陳先生,https://www.douban.com/people/iamcd/
" 真棒的贺岁片，春节看倍儿来劲，值得看三遍以上。
        ",2012-01-22 11:56:19,看过,力荐,0,NEVERI,https://www.douban.com/people/neveri/
" 趣致十足。这种纯港片式的喜剧效果，在小宝那里，似乎唯有他编剧的[猫头鹰]可并论。这次他好像放下以往作品中全部的抑郁阴霾，尽心尽力上演一场盛大的狂欢。但在电影对导演梦的戏仿中，在青云拔枪对导演吼着“我是投资人”时，仍可见夫子自道。“傻仔”青云和伟仔的对手戏很劲，老怪客串虎克军阀
        ",2012-01-09 09:44:01,看过,推荐,29,泉の向日葵,https://www.douban.com/people/boliwawa/
" 侮辱智商的剧本，台词也不如前一段时间几部电影，不明白为什么会这么高分。
        ",2012-01-13 15:48:13,看过,较差,10,风泉,https://www.douban.com/people/fengquan/
" 视觉做的像demo，配乐借鉴了不少哈利波特，台词写的像年度报表，剧本后半段编成散沙，梁朝伟还能靠这张老脸混几年，周迅先等肉毒消了再出来演戏，徐克拍龙门飞甲的钱估计都是靠这部电影的片酬赚来的。要想做成夸张怪诞舞台剧式的巨作就请尔冬升别只想着圈钱。
        ",2012-01-15 03:25:09,看过,很差,10,MOJO,https://www.douban.com/people/hellomojo/
" 完全和评论不符，大失所望。烂片一个。
        ",2012-01-14 20:41:08,看过,较差,11,朱小蒂,https://www.douban.com/people/insidejudy/
" 我靠，这是什么鸟东西啊，要不是梁朝伟和刘青云还是比较给力，这完全就是一种精神迫害！
        ",2012-01-13 03:03:12,看过,很差,24,Danke Polansk!,https://www.douban.com/people/Q1940/
" 贺岁片终于不等于脑残片了。
        ",2012-01-09 12:42:20,看过,还行,7,流浪の小圆头,https://www.douban.com/people/aaaaaaaaaaa/
" 有点荒诞，但是整体还不错
        ",2012-09-04 21:26:34,看过,推荐,0,「ˇ辰辰」,https://www.douban.com/people/4438062/
" 都说《大魔术师》是《东成西就》灵魂附体，我看是各种混搭、油漆未干。。。
        ",2012-01-15 11:04:35,看过,还行,20,老晃,https://www.douban.com/people/1019579/
" 本以为会是《致命魔术》之类的剧情片，看完发现这货不就是《东成西就》嘛！周迅一本正经的提问：“你妈和我同时掉进河里，你会救谁？”，真是戳死我笑点了。值得一提的还有类似《色情男女》《青春梦工厂》在电影里拍电影的段落，又励志又嘲讽。死不正经却异常拉风的港产贺岁，2012第一惊喜。
        ",2012-01-09 10:54:42,看过,推荐,270,影志,https://www.douban.com/people/tjz230/
" 这是一部看完心情会很好的电影 非常适合节后的档期 可以看到很多片子的影子 看到 梁朝伟 真的老了 周迅也不年轻了 都是满脸的故事 眼角折子了 刘青云还是演的那么的好 ~不过能把杂技魔术融合在那个奇异的年代里还是很精彩的 画面还能有格调 戏剧感十足 ！
        ",2012-01-11 23:47:09,看过,力荐,20,宝石,https://www.douban.com/people/29483717/
" 什么东西
        ",2012-01-15 21:56:17,看过,较差,8,big ocean,https://www.douban.com/people/viviennehan/
" 哈哈哈哈！夠歡樂！
        ",2012-09-04 23:11:18,看过,力荐,0,南拉,https://www.douban.com/people/1887298/
" 脑残粉无节操五星。。。
        ",2012-01-09 08:55:26,看过,力荐,4,无影,https://www.douban.com/people/wingxin1/
" 不知道怎么样的片子……等没事儿了拉上婧去看看去！
        ",2012-01-15 01:03:07,想看,无评分,0,Eileen不是依恋,https://www.douban.com/people/smileeileen/
" m
        ",2011-02-20 00:55:33,想看,无评分,0,spancer,https://www.douban.com/people/SpancerM/
" 下周要是还没下就看这个吧。
        ",2012-02-04 18:40:05,想看,无评分,0,孤飞,https://www.douban.com/people/dianawh/
" 这么一堆人啊，徐克都成主演了，姑且看看吧，剧照里梁朝伟看着还是很帅的，梁朝伟，刘青云，吴彦祖，都可以演窃听风云3了。
        ",2012-01-12 23:02:32,想看,无评分,0,既见君子,https://www.douban.com/people/1078154/
" 喜而不烂，我想看。
        ",2012-01-12 09:55:19,想看,无评分,0,post-hyphen,https://www.douban.com/people/hyphen/
" 我想看！对我来说这部电影就是梁朝伟，梁朝伟，梁朝伟，和梁朝伟！
        ",2012-01-12 17:01:25,想看,无评分,0,bookasiyi,https://www.douban.com/people/2158166/
" 额……上映日期都到年底了。
        ",2011-05-10 12:29:27,想看,无评分,0,爱折腾的大懒鱼,https://www.douban.com/people/happyliuliu/
" 额，梁朝伟搭周迅，怎么觉得怪怪的……
        ",2011-07-21 11:13:35,想看,无评分,0,黑色的国王,https://www.douban.com/people/RoyBlack/
" 主题曲很有趣
        ",2011-12-07 01:51:08,想看,无评分,0,坐地铁的流浪猫,https://www.douban.com/people/4189732/
" 如果回家带老妈去看电影，腐尔摩斯2可能会是我一个人在旁边独乐乐的状态，看这一部也许是适合阖家观赏的......
        ",2012-01-12 12:50:17,想看,无评分,0,阿尔法虎,https://www.douban.com/people/1183033/
" 对 我想看。。。
        ",2012-01-06 11:32:49,想看,无评分,0,欠喵捂肚子,https://www.douban.com/people/41221575/
" 尔冬升的电影无论如何都值得期待
        ",2012-01-12 12:07:41,想看,无评分,0,Piemeng™,https://www.douban.com/people/piemeng/
" 谁愿意陪我一起看？
        ",2012-01-12 17:04:01,想看,无评分,0,Noah_he,https://www.douban.com/people/47515047/
" 笑点有点儿低，不大待见这部电影。
        ",2012-02-03 17:54:45,想看,无评分,0,小梳,https://www.douban.com/people/jiheqingjia/
" ""...为了博得七姨太柳荫（周迅）的欢心，他带柳荫去看张贤表演。...""
        ",2012-01-22 11:12:20,想看,无评分,0,柒姨太.,https://www.douban.com/people/qiyitai/
" 這個電影島國有上映。當地影評說：啊，電影院裡的中國人都在笑啊！可是我怎麼沒看出笑點在哪裡？是翻譯太坑爹了嗎？
        ",2012-01-16 00:47:17,想看,无评分,0,陸佳佳奶糖,https://www.douban.com/people/parthia/
" 看过没印象了⋯⋯
        ",2012-10-07 14:11:43,想看,无评分,0,桃李帮帮主,https://www.douban.com/people/61913160/
" 因为有朝伟！！！
        ",2012-01-13 22:32:17,想看,无评分,0,u a  io,https://www.douban.com/people/done13/
" 老夜的小说写得非常精彩！！10年谋划，一朝取胜！！此种角色非梁朝伟莫属，不过老尔啊老尔啊，柳荫那么绝代的角色，怎么能让周迅这个“公鸭嗓子”而破坏啊！！！唉。。。

事实证明，电影拍得很垃圾！！！！！！！！！！！！！！
        ",2011-09-21 14:10:28,想看,无评分,0,阡陌,https://www.douban.com/people/4823170/
" 难得有个想看的国片
        ",2011-10-18 12:58:53,想看,无评分,0,小熊,https://www.douban.com/people/xiongbear01/
" 结局有点点意外就是了
        ",2012-09-05 00:20:02,看过,还行,0,bumblebee,https://www.douban.com/people/christtine/
" 看两个男人卖萌，是任何女人都招架不住的。。。
        ",2012-01-11 09:49:16,看过,推荐,7,看天吃饭,https://www.douban.com/people/4147903/
" 看睡着了，除了闫妮，其他几位演员感觉是没钱花了才拍的，挖鼻屎！
        ",2012-01-13 15:18:10,看过,较差,8,派吹克,https://www.douban.com/people/patrickhsu/
" 不如周柏飞！
        ",2012-09-04 17:39:37,看过,无评分,0,[已注销],https://www.douban.com/people/26507424/
" 三个闷骚2了吧唧的吐槽卖萌  酱油带来的惊喜不断 稀里糊涂又混乱的嗨森贺岁片
        ",2012-01-12 21:10:16,看过,推荐,5,林翛然,https://www.douban.com/people/linxiaoran07/
" 所以说闫妮用好了是很出彩的
        ",2012-01-13 09:55:35,看过,无评分,5,油漆未干,https://www.douban.com/people/sandra3028/
" 给3分，还是看在梁朝伟、刘青云、周迅他们仨的份儿上。
        ",2012-01-15 07:21:03,看过,还行,13,美式加浓,https://www.douban.com/people/QiuXiao/
" 真不错，小黑色里面透露着小幽默~
        ",2012-05-23 19:10:37,看过,推荐,0,kikicc,https://www.douban.com/people/54041495/
" 挺逗的片子，大牛真的好可爱！虽然周迅的嗓音真是……其实大牛真没危机感，搓毛个澡啊，错失良机，忠心耿耿的副官死得真可惜。嘛，不过为了剧情需要……
        ",2012-05-23 23:27:30,看过,推荐,0,囧奔的熊猫,https://www.douban.com/people/57156775/
" 还可以，只是很多魔术用的特效有点假，不过有的魔术还是挺不错的~
        ",2012-05-24 12:24:13,看过,推荐,0,鬼小王子,https://www.douban.com/people/44708903/
" 到处是笑点，很有意思，陪我度过了一个欢乐的下午
        ",2012-05-24 15:45:40,看过,推荐,0,kick2000,https://www.douban.com/people/1872169/
" 搞笑的那种
        ",2012-05-23 17:20:59,看过,还行,0,山川异域,https://www.douban.com/people/zmt/
" 爱情有点像魔术。。。
        ",2012-05-24 16:32:20,看过,还行,0,廿子,https://www.douban.com/people/58772585/
" 没想到尔冬升也会有这种风格，深度意义上不算是好片子，但是一部成功的贺岁喜剧片。
        ",2012-05-24 00:41:49,看过,推荐,0,游小鹿,https://www.douban.com/people/leon_rootless/
" 你觉得的那个坏人是对别人都不好却对我装傻卖乖百依百顺的人是个坏人，你这个好人却背弃我远赴欧洲一去三年渺无音讯的是个好人是吗
        ",2012-05-24 07:53:27,看过,推荐,0,玛卡瑞纳。,https://www.douban.com/people/deargiraffe/
" 人生的关卡  我不停没冲刷
        ",2012-05-24 10:40:14,看过,无评分,0,冷,https://www.douban.com/people/60300193/
" 也就算可以看看
        ",2012-05-24 11:09:46,看过,还行,0,superliu,https://www.douban.com/people/14941088/
" 多加一颗星是周迅的……
        ",2012-05-24 15:02:04,看过,力荐,0,兔子打鼓,https://www.douban.com/people/pinkconey/
" 可以看看 ，在无聊时，打发时间。
        ",2012-05-23 20:40:27,看过,推荐,0,listen,https://www.douban.com/people/50076605/
" 虎头蛇尾的典型代表
        ",2012-05-23 20:48:24,看过,还行,0,王先生不吃糖,https://www.douban.com/people/1211903/
" 哎呀呀影帝梁总算想开了，希望真的是个欢乐的片子啊~~
        ",2012-01-13 06:03:06,想看,无评分,0,微子,https://www.douban.com/people/2681978/
" 明天去看~
        ",2012-01-16 15:20:14,想看,无评分,0,火柴鹿。,https://www.douban.com/people/yummyhere/
" 就是抄袭06年的魔术师 不管怎么新瓶装老酒 都是抄袭的故事 编剧以及原版小说作者都去死吧 就不能写点原创的东西么 换国家换年代换演员就是贺岁片了？
        ",2012-01-13 07:47:26,想看,无评分,0,刀尖舔蜜,https://www.douban.com/people/xiaoyudlut/
" 真的这么好看喵？
        ",2012-01-19 14:01:46,想看,无评分,0,[已注销],https://www.douban.com/people/Todd_tony/
" 有刘青云应该就值得期待。
        ",2012-01-16 16:10:58,想看,无评分,0,高山,https://www.douban.com/people/moshuoguoshi/
" 我就冲着梁朝伟这三个字想看的。
        ",2012-01-12 13:58:04,想看,无评分,0,上海冬天,https://www.douban.com/people/winterjane/
" 刚看完 年度最佳喜剧

        ",2011-12-21 00:34:05,想看,无评分,0,Bruce wong,https://www.douban.com/people/doubanbruce/
" 12月才上映现在搞毛宣传啊！！！
        ",2011-06-21 20:20:02,想看,无评分,0,愤袄,https://www.douban.com/people/busrang/
" 居然是喜剧，居然评价还不错！
        ",2012-01-29 00:35:46,想看,无评分,0,pkulj,https://www.douban.com/people/49232358/
